z,silk,recomb,compton,reion_y,stars,struct,stellarBH,SMBH,tau_bar,tau_grav,tau_DM
1.445054312875911710e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.394599363179786634e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.441466198308951280e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.395919381507452939e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.437886993079815584e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.397239399835119879e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.434316675066499156e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.398559418162786819e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.430755222201925062e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.399879436490452913e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.427202612473801710e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.401199454818119853e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.423658823924504977e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.402519473145785946e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.420123834650921635e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.403839491473453099e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.416597622804334096e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.405159509801119192e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.413080166590264998e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.406479528128786132e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.409571444268360792e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.407799546456453073e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.406071434152250295e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.409119564784119166e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.402580114609400916e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.410439583111786106e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.399097464061005157e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.411759601439452411e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.395623460981825192e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.413079619767119352e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.392158083900081110e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.414399638094785445e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.388701311397298123e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.415719656422452385e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.385253122108190146e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.417039674750119326e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.381813494720522431e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.418359693077785631e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.378382407974970702e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.419679711405452571e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.374959840665008232e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.420999729733118664e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.371545771636754216e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.422319748060785605e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.368140179788863170e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.423639766388451698e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.364743044072375051e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.424959784716118638e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.361354343490601459e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.426279803043785579e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.357974057098989142e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.427599821371451884e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.354602164004983497e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.428919839699118824e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.351238643367915938e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.430239858026784918e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.347883474398855760e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.431559876354451858e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.344536636360501579e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.432879894682118163e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.341198108567032905e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.434199913009785103e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.337867870383999543e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.435519931337452044e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.334545901228187431e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.436839949665118137e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.331232180567483301e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.438159967992785077e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.327926687920764962e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.439479986320451171e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.324629402857756359e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.440800004648118111e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.321340304998917854e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.442120022975784416e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.318059374015305366e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.443440041303451356e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.314786589628457150e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.444760059631118297e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.311521931610263709e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.446080077958784390e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.308265379782835225e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.447400096286451331e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.305016914018392999e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.448720114614117636e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.301776514239127282e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.450040132941784576e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.298544160417090025e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.451360151269450669e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.295319832574054453e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.452680169597117610e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.292103510781406658e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.454000187924784762e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.288895175160015497e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.455320206252450855e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.285694805880103231e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.456640224580118007e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.282502383161139151e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.457960242907784100e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.279317887271698273e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.459280261235451253e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.276141298529358901e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.460600279563117558e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.272972597300561029e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.461920297890784498e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.269811764000502444e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.463240316218451650e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.266658779093010235e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.464560334546117955e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.263513623090413021e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.465880352873784896e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.260376276553436765e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.467200371201451201e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.257246720091066381e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.468520389529118353e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.254124934360444022e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.469840407856784446e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.251010900066731556e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.471160426184451598e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.247904597963006381e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.472480444512118750e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.244806008850136859e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.473800462839784844e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.241715113576656295e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.475120481167451996e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.238631893038659618e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.476440499495118089e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.235556328179669072e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.477760517822785241e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.232488399990532635e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.479080536150451334e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.229428089509289566e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.480400554478118487e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.226375377821068541e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.481720572805785639e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.223330246057964250e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.483040591133451732e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.220292675398916326e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.484360609461117825e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.217262647069596569e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.485680627788784977e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.214240142342299514e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.487000646116452130e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.211225142535819323e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.488320664444118223e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.208217629015330749e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.489640682771785375e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.205217583192284219e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.490960701099452527e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.202224986524286505e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.492280719427118620e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.199239820514981548e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.493600737754784925e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.196262066713938839e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.494920756082452078e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.193291706716545596e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.496240774410119018e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.190328722163887869e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.497560792737785323e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.187373094742630492e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.498880811065452475e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.184424806184917397e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.500200829393119415e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.181483838268251711e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.501520847720785721e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.178550172815378319e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.502840866048451814e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.175623791694177344e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.504160884376118966e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.172704676817555301e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.505480902703786118e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.169792810143328970e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.506800921031452211e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.166888173674107675e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.508120939359119364e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.163990749457195343e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.509440957686786516e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.161100519584472204e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.510760976014452609e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.158217466192280554e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.512080994342118702e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.155341571461318672e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.513401012669785854e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.152472817616534012e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.514721030997453007e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.149611186927010131e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.516041049325119100e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.146756661705850565e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.517361067652786252e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.143909224310081481e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.518681085980453404e-06,0.000000000000000000e+00,0.000000000000000000e+00
1.141068857140537002e+05,6.933757613267124308e+80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.520001104308119497e-06,0.000000000000000000e+00,0.000000000000000000e+00
